SUCCESS;75 1522753696.628905 1522753696.629961 1522753696.629968 1522753696.630148;0.0012359619140625,0.0004379749298095703;1522753696.6306148
SUCCESS;76 1522753706.634014 1522753706.63489 1522753706.634896 1522753706.634985;0.000965118408203125,0.0003936290740966797;1522753706.635433
SUCCESS;77 1522753716.642988 1522753716.643905 1522753716.643911 1522753716.644006;0.0010120868682861328,0.00041091442108154297;1522753716.6444576
SUCCESS;78 1522753726.649517 1522753726.65054 1522753726.650546 1522753726.65063;0.0011069774627685547,0.00046956539154052734;1522753726.6510627
SUCCESS;79 1522753736.657442 1522753736.658342 1522753736.658348 1522753736.658435;0.0009868144989013672,0.0004063844680786133;1522753736.6588767
SUCCESS;80 1522753746.665145 1522753746.666236 1522753746.666242 1522753746.66633;0.0011792182922363281,0.0005013942718505859;1522753746.6667707
SUCCESS;81 1522753756.673688 1522753756.674759 1522753756.674766 1522753756.674885;0.0011899471282958984,0.00047600269317626953;1522753756.6753347
SUCCESS;82 1522753766.680856 1522753766.681768 1522753766.681773 1522753766.681874;0.001013040542602539,0.00040543079376220703;1522753766.6823165
SUCCESS;83 1522753776.689662 1522753776.690622 1522753776.690627 1522753776.690739;0.001071929931640625,0.0004241466522216797;1522753776.6911776
SUCCESS;84 1522753786.696329 1522753786.697264 1522753786.69727 1522753786.697353;0.0010178089141845703,0.0004259347915649414;1522753786.6977925
SUCCESS;85 1522753796.697587 1522753796.69845 1522753796.698455 1522753796.698545;0.0009529590606689453,0.0003865957260131836;1522753796.6989994
SUCCESS;86 1522753806.707582 1522753806.708658 1522753806.708665 1522753806.708788;0.0011990070343017578,0.00047647953033447266;1522753806.7092314
SUCCESS;87 1522753816.709511 1522753816.710778 1522753816.71079 1522753816.710918;0.0013949871063232422,0.000569462776184082;1522753816.7113686
SUCCESS;88 1522753826.717383 1522753826.718338 1522753826.718344 1522753826.718441;0.0010521411895751953,0.0004290342330932617;1522753826.7188787
SUCCESS;89 1522753836.722257 1522753836.723555 1522753836.723567 1522753836.723742;0.0014731884002685547,0.0005615949630737305;1522753836.7242055
SUCCESS;90 1522753846.724304 1522753846.724989 1522753846.724993 1522753846.725084;0.0007760524749755859,0.0002969503402709961;1522753846.7255096
SUCCESS;91 1522753856.727859 1522753856.728874 1522753856.72888 1522753856.728994;0.0011289119720458984,0.00045049190521240234;1522753856.7293382
SUCCESS;92 1522753866.731976 1522753866.732723 1522753866.732727 1522753866.732791;0.0008108615875244141,0.0003415346145629883;1522753866.7331228
SUCCESS;93 1522753876.736074 1522753876.737145 1522753876.737156 1522753876.737339;0.0012540817260742188,0.0004439353942871094;1522753876.737733
SUCCESS;94 1522753886.737337 1522753886.738174 1522753886.738179 1522753886.738271;0.0009288787841796875,0.0003724098205566406;1522753886.7386231
SUCCESS;95 1522753896.741674 1522753896.74286 1522753896.742868 1522753896.742998;0.001316070556640625,0.0005280971527099609;1522753896.7433681
SUCCESS;96 1522753906.743522 1522753906.74453 1522753906.744535 1522753906.744625;0.0010981559753417969,0.0004589557647705078;1522753906.744965
SUCCESS;97 1522753916.745967 1522753916.74708 1522753916.747086 1522753916.747182;0.0012090206146240234,0.0005086660385131836;1522753916.7475271
SUCCESS;98 1522753926.74603 1522753926.746924 1522753926.746929 1522753926.746997;0.0009620189666748047,0.00041282176971435547;1522753926.7473288
SUCCESS;99 1522753936.749459 1522753936.750465 1522753936.750471 1522753936.750583;0.001117706298828125,0.0004470348358154297;1522753936.7509747
SUCCESS;100 1522753946.752782 1522753946.753756 1522753946.75376 1522753946.753829;0.0010428428649902344,0.0004525184631347656;1522753946.7542224
SUCCESS;101 1522753956.75746 1522753956.758269 1522753956.758276 1522753956.758355;0.0008878707885742188,0.0003650188446044922;1522753956.7587605
SUCCESS;102 1522753966.761593 1522753966.762652 1522753966.762659 1522753966.762797;0.0011968612670898438,0.0004603862762451172;1522753966.763218
SUCCESS;103 1522753976.76682 1522753976.767795 1522753976.767802 1522753976.767908;0.001081228256225586,0.00043451786041259766;1522753976.768328
SUCCESS;104 1522753986.771001 1522753986.772093 1522753986.772106 1522753986.772223;0.0012090206146240234,0.00048744678497314453;1522753986.772652
SUCCESS;105 1522753996.772806 1522753996.773828 1522753996.773835 1522753996.773946;0.0011332035064697266,0.00045549869537353516;1522753996.7743921
SUCCESS;106 1522754006.77645 1522754006.77758 1522754006.777589 1522754006.777697;0.001238107681274414,0.0005110502243041992;1522754006.778117
SUCCESS;107 1522754016.779249 1522754016.780686 1522754016.780697 1522754016.780832;0.0015718936920166016,0.0006510019302368164;1522754016.781258
SUCCESS;108 1522754026.780757 1522754026.781739 1522754026.781745 1522754026.781848;0.001085042953491211,0.00043952465057373047;1522754026.782264
SUCCESS;109 1522754036.780875 1522754036.782496 1522754036.782503 1522754036.782608;0.0017261505126953125,0.0007579326629638672;1522754036.783025
SUCCESS;110 1522754046.783554 1522754046.784658 1522754046.784664 1522754046.784754;0.001194000244140625,0.0005068778991699219;1522754046.7852335
SUCCESS;111 1522754056.787056 1522754056.788026 1522754056.788033 1522754056.788126;0.0010631084442138672,0.0004385709762573242;1522754056.7886086
SUCCESS;112 1522754066.79 1522754066.791033 1522754066.791039 1522754066.791127;0.0011210441589355469,0.0004725456237792969;1522754066.7916226
SUCCESS;113 1522754076.792725 1522754076.7936 1522754076.793606 1522754076.793708;0.0009770393371582031,0.0003864765167236328;1522754076.7942047
SUCCESS;114 1522754086.795079 1522754086.795838 1522754086.795842 1522754086.795909;0.0008261203765869141,0.00034606456756591797;1522754086.7963276
SUCCESS;115 1522754096.798964 1522754096.799889 1522754096.799895 1522754096.799994;0.001024007797241211,0.00041306018829345703;1522754096.8003879
SUCCESS;116 1522754106.802529 1522754106.803545 1522754106.803552 1522754106.803651;0.0011150836944580078,0.0004583597183227539;1522754106.8040662
SUCCESS;117 1522754116.805689 1522754116.80674 1522754116.806747 1522754116.806852;0.0011560916900634766,0.0004729032516479492;1522754116.807253
SUCCESS;118 1522754126.809675 1522754126.810763 1522754126.810771 1522754126.810909;0.0012259483337402344,0.0004749298095703125;1522754126.8113322
SUCCESS;119 1522754136.814696 1522754136.815603 1522754136.815611 1522754136.815702;0.0009980201721191406,0.00040793418884277344;1522754136.816092
SUCCESS;120 1522754146.816449 1522754146.817527 1522754146.817533 1522754146.817647;0.0011920928955078125,0.0004820823669433594;1522754146.818037
SUCCESS;121 1522754156.819965 1522754156.820917 1522754156.820923 1522754156.821016;0.0010449886322021484,0.00042951107025146484;1522754156.8214102
SUCCESS;122 1522754166.823629 1522754166.824512 1522754166.824518 1522754166.82462;0.0009851455688476562,0.0003905296325683594;1522754166.825014
SUCCESS;123 1522754176.823874 1522754176.824749 1522754176.824755 1522754176.824844;0.0009639263153076172,0.0003930330276489258;1522754176.8252816
SUCCESS;124 1522754186.828831 1522754186.829873 1522754186.82988 1522754186.830017;0.0011792182922363281,0.0004525184631347656;1522754186.8304663
SUCCESS;125 1522754196.832576 1522754196.833479 1522754196.833489 1522754196.83359;0.0010039806365966797,0.00040090084075927734;1522754196.8340268
SUCCESS;126 1522754206.834091 1522754206.835267 1522754206.835274 1522754206.835383;0.0012850761413574219,0.0005335807800292969;1522754206.8358302
SUCCESS;127 1522754216.834518 1522754216.83565 1522754216.835658 1522754216.835766;0.0012400150299072266,0.0005120038986206055;1522754216.836215
SUCCESS;128 1522754226.835777 1522754226.836702 1522754226.836708 1522754226.836809;0.0010259151458740234,0.0004121065139770508;1522754226.837244
SUCCESS;129 1522754236.838518 1522754236.839627 1522754236.839649 1522754236.839776;0.0012362003326416016,0.000491023063659668;1522754236.8402572
SUCCESS;130 1522754246.838803 1522754246.839874 1522754246.83988 1522754246.839974;0.0011649131774902344,0.0004885196685791016;1522754246.840415
SUCCESS;131 1522754256.839929 1522754256.840807 1522754256.840813 1522754256.840904;0.00096893310546875,0.0003933906555175781;1522754256.841343
SUCCESS;132 1522754266.843496 1522754266.844406 1522754266.844412 1522754266.844523;0.001020669937133789,0.00039947032928466797;1522754266.8449645
SUCCESS;133 1522754276.846454 1522754276.847461 1522754276.847466 1522754276.847555;0.0010960102081298828,0.0004590749740600586;1522754276.8479903
SUCCESS;134 1522754286.848848 1522754286.849921 1522754286.849927 1522754286.850022;0.0011680126190185547,0.0004888772964477539;1522754286.8504634
SUCCESS;135 1522754296.848854 1522754296.849717 1522754296.849721 1522754296.849796;0.0009379386901855469,0.00039386749267578125;1522754296.8502283
SUCCESS;136 1522754306.852837 1522754306.853478 1522754306.853482 1522754306.853547;0.0007059574127197266,0.0002878904342651367;1522754306.853973
SUCCESS;137 1522754316.857373 1522754316.858537 1522754316.858543 1522754316.858678;0.001299142837524414,0.0005143880844116211;1522754316.8590178
SUCCESS;138 1522754326.862253 1522754326.863539 1522754326.863549 1522754326.863769;0.0015060901641845703,0.000532984733581543;1522754326.8641257
SUCCESS;139 1522754336.86701 1522754336.868779 1522754336.868792 1522754336.869126;0.0021028518676757812,0.0007174015045166016;1522754336.869485
SUCCESS;140 1522754346.86898 1522754346.871019 1522754346.871031 1522754346.8712;0.0022079944610595703,0.0009349584579467773;1522754346.8715558
SUCCESS;141 1522754356.870392 1522754356.871425 1522754356.871432 1522754356.87154;0.0011408329010009766,0.00046241283416748047;1522754356.8718758
SUCCESS;142 1522754366.874553 1522754366.875732 1522754366.875738 1522754366.875828;0.0012691020965576172,0.000544428825378418;1522754366.876165
SUCCESS;143 1522754376.878194 1522754376.879124 1522754376.87913 1522754376.879223;0.0010230541229248047,0.0004183053970336914;1522754376.87956
SUCCESS;144 1522754386.878763 1522754386.879667 1522754386.879673 1522754386.879761;0.0009920597076416016,0.0004080533981323242;1522754386.880096
SUCCESS;145 1522754396.883441 1522754396.884423 1522754396.88443 1522754396.88455;0.0011022090911865234,0.0004309415817260742;1522754396.885014
SUCCESS;146 1522754406.886448 1522754406.887434 1522754406.887441 1522754406.887574;0.0011191368103027344,0.0004265308380126953;1522754406.8880372
SUCCESS;147 1522754416.890286 1522754416.89133 1522754416.891341 1522754416.891474;0.001177072525024414,0.00045549869537353516;1522754416.8919559
SUCCESS;148 1522754426.894198 1522754426.895506 1522754426.895513 1522754426.895614;0.0014088153839111328,0.0006035566329956055;1522754426.896071
SUCCESS;149 1522754436.898456 1522754436.899496 1522754436.899503 1522754436.89961;0.0011470317840576172,0.00046646595001220703;1522754436.9000692
SUCCESS;150 1522754446.902736 1522754446.904406 1522754446.904414 1522754446.904543;0.0017991065979003906,0.00077056884765625;1522754446.9050093
SUCCESS;151 1522754456.905351 1522754456.906359 1522754456.906366 1522754456.906471;0.0011129379272460938,0.0004515647888183594;1522754456.9069343
SUCCESS;152 1522754466.908919 1522754466.910259 1522754466.910274 1522754466.910407;0.0014729499816894531,0.0006034374237060547;1522754466.9108663
SUCCESS;153 1522754476.913436 1522754476.914411 1522754476.914418 1522754476.914521;0.0010781288146972656,0.0004360675811767578;1522754476.9150062
SUCCESS;154 1522754486.917341 1522754486.918354 1522754486.918365 1522754486.918515;0.0011630058288574219,0.0004315376281738281;1522754486.919048
SUCCESS;155 1522754496.920463 1522754496.921681 1522754496.921689 1522754496.921771;0.0012998580932617188,0.0005679130554199219;1522754496.922245
SUCCESS;156 1522754506.922324 1522754506.923542 1522754506.923549 1522754506.923736;0.0014052391052246094,0.0005154609680175781;1522754506.9243011
SUCCESS;157 1522754516.926084 1522754516.927182 1522754516.927188 1522754516.927264;0.0011739730834960938,0.0005109310150146484;1522754516.9277341
SUCCESS;158 1522754526.928965 1522754526.929868 1522754526.929874 1522754526.929958;0.0009870529174804688,0.0004093647003173828;1522754526.930437
SUCCESS;159 1522754536.933104 1522754536.934269 1522754536.934277 1522754536.934384;0.001271963119506836,0.0005289316177368164;1522754536.9348564
SUCCESS;160 1522754546.937975 1522754546.938998 1522754546.939004 1522754546.939098;0.0011169910430908203,0.00046455860137939453;1522754546.9395554
SUCCESS;161 1522754556.940726 1522754556.941634 1522754556.94164 1522754556.941756;0.001024007797241211,0.00039589405059814453;1522754556.9422114
SUCCESS;162 1522754566.944863 1522754566.945938 1522754566.945945 1522754566.946051;0.001180887222290039,0.0004845857620239258;1522754566.9465153
SUCCESS;163 1522754576.949706 1522754576.95067 1522754576.9507 1522754576.950819;0.0010828971862792969,0.00042247772216796875;1522754576.9512773
SUCCESS;164 1522754586.951485 1522754586.952431 1522754586.952439 1522754586.952552;0.0010590553283691406,0.0004165172576904297;1522754586.9530053
SUCCESS;165 1522754596.956407 1522754596.957461 1522754596.957491 1522754596.957619;0.0011820793151855469,0.0004630088806152344;1522754596.9581354
SUCCESS;166 1522754606.961203 1522754606.962324 1522754606.962332 1522754606.962452;0.0012407302856445312,0.0005004405975341797;1522754606.9629593
SUCCESS;167 1522754616.962704 1522754616.963852 1522754616.96386 1522754616.963977;0.0012650489807128906,0.0005154609680175781;1522754616.9644327
SUCCESS;168 1522754626.964384 1522754626.965112 1522754626.965116 1522754626.965182;0.0007939338684082031,0.00033092498779296875;1522754626.965612
SUCCESS;169 1522754636.968801 1522754636.969685 1522754636.969692 1522754636.969794;0.0009860992431640625,0.0003910064697265625;1522754636.970173
SUCCESS;170 1522754646.972589 1522754646.973507 1522754646.973513 1522754646.973603;0.0010080337524414062,0.0004138946533203125;1522754646.9739819
SUCCESS;171 1522754656.97519 1522754656.976171 1522754656.976178 1522754656.976313;0.0011162757873535156,0.0004229545593261719;1522754656.976701
SUCCESS;172 1522754666.978489 1522754666.979473 1522754666.97948 1522754666.979593;0.0010972023010253906,0.0004355907440185547;1522754666.9799778
SUCCESS;173 1522754676.982586 1522754676.98334 1522754676.983344 1522754676.983442;0.0008521080017089844,0.00032806396484375;1522754676.9838068
SUCCESS;174 1522754686.984827 1522754686.985802 1522754686.985809 1522754686.985906;0.0010716915130615234,0.00043904781341552734;1522754686.986305
SUCCESS;175 1522754696.989534 1522754696.990504 1522754696.99051 1522754696.990587;0.0010471343994140625,0.00044655799865722656;1522754696.9909608
SUCCESS;176 1522754706.993315 1522754706.994203 1522754706.994209 1522754706.994309;0.000988006591796875,0.0003941059112548828;1522754706.994688
SUCCESS;177 1522754716.997878 1522754716.998957 1522754716.998964 1522754716.999072;0.0011868476867675781,0.00048542022705078125;1522754716.999454
SUCCESS;178 1522754727.000456 1522754727.001327 1522754727.001333 1522754727.001422;0.0009598731994628906,0.0003910064697265625;1522754727.001797
SUCCESS;179 1522754737.000952 1522754737.001852 1522754737.001858 1522754737.00195;0.0009920597076416016,0.00040400028228759766;1522754737.002325
SUCCESS;180 1522754747.004982 1522754747.006079 1522754747.00609 1522754747.006191;0.0011980533599853516,0.0004979372024536133;1522754747.006566
SUCCESS;181 1522754757.008742 1522754757.009567 1522754757.009571 1522754757.009667;0.0009207725524902344,0.00036454200744628906;1522754757.010055
SUCCESS;182 1522754767.011821 1522754767.012499 1522754767.012503 1522754767.012581;0.0007562637329101562,0.0002999305725097656;1522754767.0129786
SUCCESS;183 1522754777.015543 1522754777.016289 1522754777.016307 1522754777.01638;0.0008189678192138672,0.00033652782440185547;1522754777.016739
SUCCESS;184 1522754787.019531 1522754787.020437 1522754787.020444 1522754787.020544;0.0010061264038085938,0.0004029273986816406;1522754787.0208979
SUCCESS;185 1522754797.020692 1522754797.021516 1522754797.021522 1522754797.021597;0.0008988380432128906,0.0003745555877685547;1522754797.021944
SUCCESS;186 1522754807.024779 1522754807.025592 1522754807.025597 1522754807.025666;0.0008819103240966797,0.0003720521926879883;1522754807.026001
SUCCESS;187 1522754817.028806 1522754817.029628 1522754817.029634 1522754817.029738;0.0009260177612304688,0.0003590583801269531;1522754817.030084
SUCCESS;188 1522754827.032542 1522754827.033475 1522754827.033482 1522754827.033602;0.0010528564453125,0.00040650367736816406;1522754827.0339708
SUCCESS;189 1522754837.036146 1522754837.037108 1522754837.037116 1522754837.037223;0.0010690689086914062,0.00042748451232910156;1522754837.0375779
SUCCESS;190 1522754847.040429 1522754847.041303 1522754847.041309 1522754847.041398;0.0009627342224121094,0.0003924369812011719;1522754847.041745
SUCCESS;191 1522754857.043493 1522754857.044432 1522754857.044438 1522754857.044529;0.00102996826171875,0.0004239082336425781;1522754857.0449123
SUCCESS;192 1522754867.047374 1522754867.048448 1522754867.048455 1522754867.048601;0.0012199878692626953,0.0004640817642211914;1522754867.049058
SUCCESS;193 1522754877.050487 1522754877.051843 1522754877.051859 1522754877.052155;0.0016520023345947266,0.0005298852920532227;1522754877.052671
SUCCESS;194 1522754887.051522 1522754887.052721 1522754887.052735 1522754887.052882;0.0013458728790283203,0.0005260705947875977;1522754887.0533242
SUCCESS;195 1522754897.058525 1522754897.05958 1522754897.059586 1522754897.059686;0.0011548995971679688,0.0004775524139404297;1522754897.060092
SUCCESS;196 1522754907.066112 1522754907.067157 1522754907.067164 1522754907.067273;0.0011539459228515625,0.0004680156707763672;1522754907.0677195
SUCCESS;197 1522754917.072967 1522754917.073787 1522754917.073794 1522754917.073882;0.0009081363677978516,0.00036585330963134766;1522754917.0743284
SUCCESS;198 1522754927.082443 1522754927.083356 1522754927.083363 1522754927.08346;0.0010099411010742188,0.00040793418884277344;1522754927.0838718
SUCCESS;199 1522754937.090296 1522754937.091289 1522754937.091296 1522754937.091419;0.001116037368774414,0.0004349946975708008;1522754937.0918388
SUCCESS;200 1522754947.098476 1522754947.099349 1522754947.099355 1522754947.099446;0.0009641647338867188,0.0003910064697265625;1522754947.0998578
SUCCESS;201 1522754957.10427 1522754957.105035 1522754957.10504 1522754957.105107;0.0008320808410644531,0.0003490447998046875;1522754957.1055088
